time,rank,surrogate,generation,epoch,paramsID,avg_validation_loss
1707576403.5239663,1,StaticSurrogate,0,0,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.4342579987487639
1707576430.9484673,1,StaticSurrogate,0,1,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.33739210875861647
1707576458.3211932,1,StaticSurrogate,0,2,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.3024943937217943
1707576485.70458,1,StaticSurrogate,0,3,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.2912200559066275
1707576513.0677958,1,StaticSurrogate,0,4,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.28304334634850276
1707576540.4578028,1,StaticSurrogate,0,5,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.264363159796106
1707576567.8003578,1,StaticSurrogate,0,6,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.25171788864764205
1707576595.0134614,1,StaticSurrogate,0,7,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.24417058788720283
1707576622.3855033,1,StaticSurrogate,0,8,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.23263524501412658
1707576649.7958553,1,StaticSurrogate,0,9,conv_layers=3#activation=sigmoid#lr=0.008832604833656495,0.2216564399672119
1707576726.3170114,1,StaticSurrogate,1,0,conv_layers=9#activation=tanh#lr=0.006241809289095095,0.2658747278798386
1707576758.4208558,1,StaticSurrogate,1,1,conv_layers=9#activation=tanh#lr=0.006241809289095095,0.20096031591466812
1707576790.6422215,1,StaticSurrogate,1,2,conv_layers=9#activation=tanh#lr=0.006241809289095095,0.1702980872472644
1707576822.855568,1,StaticSurrogate,1,3,conv_layers=9#activation=tanh#lr=0.006241809289095095,0.12498420947641793
1707576855.0757575,1,StaticSurrogate,1,4,conv_layers=9#activation=tanh#lr=0.006241809289095095,0.09500627513662797
1707576887.2092824,1,StaticSurrogate,1,5,conv_layers=9#activation=tanh#lr=0.006241809289095095,0.07908775158318411
1707576919.3319447,1,StaticSurrogate,1,6,conv_layers=9#activation=tanh#lr=0.006241809289095095,0.07200556588170028
