time,rank,surrogate,generation,epoch,paramsID,avg_validation_loss
1707581282.4325728,0,DynamicSurrogate,0,0,conv_layers=8#activation=relu#lr=0.007436724172099663,0.7518892558841807
1707581314.2330143,0,DynamicSurrogate,0,1,conv_layers=8#activation=relu#lr=0.007436724172099663,0.14863063953244987
1707581345.9118335,0,DynamicSurrogate,0,2,conv_layers=8#activation=relu#lr=0.007436724172099663,0.0983354222577275
1707581377.682082,0,DynamicSurrogate,0,3,conv_layers=8#activation=relu#lr=0.007436724172099663,0.07029930020267215
1707581409.2861736,0,DynamicSurrogate,0,4,conv_layers=8#activation=relu#lr=0.007436724172099663,0.07590220329561191
1707581441.0295327,0,DynamicSurrogate,0,5,conv_layers=8#activation=relu#lr=0.007436724172099663,0.04999727001658571
1707581472.7618394,0,DynamicSurrogate,0,6,conv_layers=8#activation=relu#lr=0.007436724172099663,0.04801064478687115
1707581504.4575567,0,DynamicSurrogate,0,7,conv_layers=8#activation=relu#lr=0.007436724172099663,0.05282159197185694
1707581536.0377257,0,DynamicSurrogate,0,8,conv_layers=8#activation=relu#lr=0.007436724172099663,0.0452743994451683
1707581567.5869927,0,DynamicSurrogate,0,9,conv_layers=8#activation=relu#lr=0.007436724172099663,0.06104994019014375
1707581599.1437376,0,DynamicSurrogate,1,0,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.306282072329521
1707581921.1017783,0,DynamicSurrogate,2,0,conv_layers=10#activation=sigmoid#lr=0.01,2.305569799351692
1707582234.6046355,0,DynamicSurrogate,3,0,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3011997787475584
1707582554.8809507,0,DynamicSurrogate,4,0,conv_layers=9#activation=tanh#lr=0.01,0.23204401690691584
1707582587.3228374,0,DynamicSurrogate,4,1,conv_layers=9#activation=tanh#lr=0.01,0.16803718955892685
1707582619.7539344,0,DynamicSurrogate,4,2,conv_layers=9#activation=tanh#lr=0.01,0.10320517246063592
1707582652.1138532,0,DynamicSurrogate,4,3,conv_layers=9#activation=tanh#lr=0.01,0.08834489489984641
1707582684.554515,0,DynamicSurrogate,4,4,conv_layers=9#activation=tanh#lr=0.01,0.07265592401028803
1707582716.923456,0,DynamicSurrogate,4,5,conv_layers=9#activation=tanh#lr=0.01,0.06406031491805715
1707582749.3610508,0,DynamicSurrogate,4,6,conv_layers=9#activation=tanh#lr=0.01,0.058665254310319825
1707582781.8022163,0,DynamicSurrogate,4,7,conv_layers=9#activation=tanh#lr=0.01,0.06158808822479714
1707582814.1185439,0,DynamicSurrogate,4,8,conv_layers=9#activation=tanh#lr=0.01,0.05553568899069283
1707582846.6931431,0,DynamicSurrogate,4,9,conv_layers=9#activation=tanh#lr=0.01,0.05074289450517168
1707582878.4302115,0,DynamicSurrogate,5,0,conv_layers=8#activation=tanh#lr=0.01,0.2072281760791997
1707582910.1370049,0,DynamicSurrogate,5,1,conv_layers=8#activation=tanh#lr=0.01,0.15506006873852513
