time,rank,surrogate,generation,epoch,paramsID,avg_validation_loss
1707565864.2274516,0,DefaultSurrogate,0,0,conv_layers=8#activation=relu#lr=0.007436724172099663,0.7518892558841807
1707565895.6740866,0,DefaultSurrogate,0,1,conv_layers=8#activation=relu#lr=0.007436724172099663,0.14863063953244987
1707565927.0605345,0,DefaultSurrogate,0,2,conv_layers=8#activation=relu#lr=0.007436724172099663,0.0983354222577275
1707565958.5424838,0,DefaultSurrogate,0,3,conv_layers=8#activation=relu#lr=0.007436724172099663,0.07029930020267215
1707565989.8866239,0,DefaultSurrogate,0,4,conv_layers=8#activation=relu#lr=0.007436724172099663,0.07590220329561191
1707566021.2832448,0,DefaultSurrogate,0,5,conv_layers=8#activation=relu#lr=0.007436724172099663,0.04999727001658571
1707566052.6466029,0,DefaultSurrogate,0,6,conv_layers=8#activation=relu#lr=0.007436724172099663,0.04801064478687115
1707566084.0414395,0,DefaultSurrogate,0,7,conv_layers=8#activation=relu#lr=0.007436724172099663,0.05282159197185694
1707566115.3922062,0,DefaultSurrogate,0,8,conv_layers=8#activation=relu#lr=0.007436724172099663,0.0452743994451683
1707566146.731534,0,DefaultSurrogate,0,9,conv_layers=8#activation=relu#lr=0.007436724172099663,0.06104994019014375
1707566177.825395,0,DefaultSurrogate,1,0,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.306282072329521
1707566208.9168205,0,DefaultSurrogate,1,1,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.311410377216339
1707566239.9798577,0,DefaultSurrogate,1,2,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3057885902404784
1707566271.1027908,0,DefaultSurrogate,1,3,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3045322661399843
1707566302.138414,0,DefaultSurrogate,1,4,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3071574681043625
1707566333.2156606,0,DefaultSurrogate,1,5,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3100772110342978
1707566364.338365,0,DefaultSurrogate,1,6,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3022254561185838
1707566395.4368973,0,DefaultSurrogate,1,7,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3032755388498307
1707566426.5635133,0,DefaultSurrogate,1,8,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3034346507549284
1707566457.537745,0,DefaultSurrogate,1,9,conv_layers=8#activation=sigmoid#lr=0.000418780050290302,2.3105990246534347
1707566503.3894558,0,DefaultSurrogate,2,0,conv_layers=10#activation=sigmoid#lr=0.01,2.307011399793625
1707566536.0405424,0,DefaultSurrogate,2,1,conv_layers=10#activation=sigmoid#lr=0.01,2.307012032842636
1707566568.7610903,0,DefaultSurrogate,2,2,conv_layers=10#activation=sigmoid#lr=0.01,2.302285095191002
1707566601.4407392,0,DefaultSurrogate,2,3,conv_layers=10#activation=sigmoid#lr=0.01,2.3020510629177093
1707566634.1341858,0,DefaultSurrogate,2,4,conv_layers=10#activation=sigmoid#lr=0.01,2.3018643810033796
1707566666.904557,0,DefaultSurrogate,2,5,conv_layers=10#activation=sigmoid#lr=0.01,2.301830420303345
1707566699.6356447,0,DefaultSurrogate,2,6,conv_layers=10#activation=sigmoid#lr=0.01,2.3012302207708357
1707566732.3703954,0,DefaultSurrogate,2,7,conv_layers=10#activation=sigmoid#lr=0.01,2.3013964581251143
1707566764.9710739,0,DefaultSurrogate,2,8,conv_layers=10#activation=sigmoid#lr=0.01,2.3012317495584487
1707566797.670194,0,DefaultSurrogate,2,9,conv_layers=10#activation=sigmoid#lr=0.01,2.3016657703876495
1707566830.9442034,0,DefaultSurrogate,3,0,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3010547966718673
1707566863.8758776,0,DefaultSurrogate,3,1,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3011705281019212
1707566896.8449924,0,DefaultSurrogate,3,2,conv_layers=10#activation=relu#lr=0.00907660854291114,2.301132164597511
1707566929.7788718,0,DefaultSurrogate,3,3,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3010069739818575
1707566962.7471826,0,DefaultSurrogate,3,4,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3010421893358233
1707566995.667704,0,DefaultSurrogate,3,5,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3010268420934676
1707567028.6285474,0,DefaultSurrogate,3,6,conv_layers=10#activation=relu#lr=0.00907660854291114,2.300991740870476
1707567061.631063,0,DefaultSurrogate,3,7,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3010394413232804
1707567094.6546142,0,DefaultSurrogate,3,8,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3009648547649384
1707567127.6064608,0,DefaultSurrogate,3,9,conv_layers=10#activation=relu#lr=0.00907660854291114,2.3010608034610747
1707567159.0904129,0,DefaultSurrogate,4,0,conv_layers=8#activation=relu#lr=0.01,0.1571596383677414
1707567190.4390912,0,DefaultSurrogate,4,1,conv_layers=8#activation=relu#lr=0.01,0.09679818539152396
1707567221.8605635,0,DefaultSurrogate,4,2,conv_layers=8#activation=relu#lr=0.01,0.05541766845860047
1707567253.217659,0,DefaultSurrogate,4,3,conv_layers=8#activation=relu#lr=0.01,0.054787612745358705
1707567284.673303,0,DefaultSurrogate,4,4,conv_layers=8#activation=relu#lr=0.01,0.049930878357285
1707567316.0548332,0,DefaultSurrogate,4,5,conv_layers=8#activation=relu#lr=0.01,0.044109280895762625
1707567347.4763734,0,DefaultSurrogate,4,6,conv_layers=8#activation=relu#lr=0.01,0.047694688607657236
1707567378.8298004,0,DefaultSurrogate,4,7,conv_layers=8#activation=relu#lr=0.01,0.04890361121620882
1707567410.2140398,0,DefaultSurrogate,4,8,conv_layers=8#activation=relu#lr=0.01,0.04576534443975752
1707567441.588814,0,DefaultSurrogate,4,9,conv_layers=8#activation=relu#lr=0.01,0.049728252275583244
1707567477.3226542,0,DefaultSurrogate,5,0,conv_layers=8#activation=relu#lr=0.01,0.32932196152498655
1707567508.8922133,0,DefaultSurrogate,5,1,conv_layers=8#activation=relu#lr=0.01,0.08233695336589732
1707567540.4466097,0,DefaultSurrogate,5,2,conv_layers=8#activation=relu#lr=0.01,0.05729025324525295
1707567571.9299564,0,DefaultSurrogate,5,3,conv_layers=8#activation=relu#lr=0.01,0.07243993522044177
1707567603.446882,0,DefaultSurrogate,5,4,conv_layers=8#activation=relu#lr=0.01,0.05254030301508609
1707567634.9435556,0,DefaultSurrogate,5,5,conv_layers=8#activation=relu#lr=0.01,0.048839966405503955
1707567666.4836009,0,DefaultSurrogate,5,6,conv_layers=8#activation=relu#lr=0.01,0.06077170644136745
1707567698.0963547,0,DefaultSurrogate,5,7,conv_layers=8#activation=relu#lr=0.01,0.04631020178380547
1707567729.573522,0,DefaultSurrogate,5,8,conv_layers=8#activation=relu#lr=0.01,0.059433734871016226
1707567761.1213038,0,DefaultSurrogate,5,9,conv_layers=8#activation=relu#lr=0.01,0.05654411691317316
1707567795.9781806,0,DefaultSurrogate,6,0,conv_layers=8#activation=relu#lr=0.01,0.3892649670754962
1707567827.4513168,0,DefaultSurrogate,6,1,conv_layers=8#activation=relu#lr=0.01,0.1125261695216207
1707567858.8315084,0,DefaultSurrogate,6,2,conv_layers=8#activation=relu#lr=0.01,0.07371807444966266
1707567890.395952,0,DefaultSurrogate,6,3,conv_layers=8#activation=relu#lr=0.01,0.0686829565201376
1707567921.8577218,0,DefaultSurrogate,6,4,conv_layers=8#activation=relu#lr=0.01,0.05568127636848625
1707567953.345447,0,DefaultSurrogate,6,5,conv_layers=8#activation=relu#lr=0.01,0.04397079606096071
1707567984.8205807,0,DefaultSurrogate,6,6,conv_layers=8#activation=relu#lr=0.01,0.05683669630275108
1707568016.2073715,0,DefaultSurrogate,6,7,conv_layers=8#activation=relu#lr=0.01,0.042028608655636304
1707568047.7368212,0,DefaultSurrogate,6,8,conv_layers=8#activation=relu#lr=0.01,0.0467415424653215
1707568079.17084,0,DefaultSurrogate,6,9,conv_layers=8#activation=relu#lr=0.01,0.043031600967108626
1707568111.6357067,0,DefaultSurrogate,7,0,conv_layers=8#activation=relu#lr=0.01,2.3007956896543504
1707568143.0292475,0,DefaultSurrogate,7,1,conv_layers=8#activation=relu#lr=0.01,0.17099861706946703
1707568174.3721898,0,DefaultSurrogate,7,2,conv_layers=8#activation=relu#lr=0.01,0.0736530294240247
1707568205.6959555,0,DefaultSurrogate,7,3,conv_layers=8#activation=relu#lr=0.01,0.06455924266086992
1707568237.084451,0,DefaultSurrogate,7,4,conv_layers=8#activation=relu#lr=0.01,0.05070837794895183
1707568268.450274,0,DefaultSurrogate,7,5,conv_layers=8#activation=relu#lr=0.01,0.06493323182978293
1707568299.9100945,0,DefaultSurrogate,7,6,conv_layers=8#activation=relu#lr=0.01,0.05198388207375736
1707568331.3310206,0,DefaultSurrogate,7,7,conv_layers=8#activation=relu#lr=0.01,0.047303064935577115
1707568362.6404142,0,DefaultSurrogate,7,8,conv_layers=8#activation=relu#lr=0.01,0.048174513191946246
1707568393.9707375,0,DefaultSurrogate,7,9,conv_layers=8#activation=relu#lr=0.01,0.051622930301279756
1707568420.2261057,0,DefaultSurrogate,8,0,conv_layers=2#activation=relu#lr=0.01,0.12988741201740994
1707568446.4793804,0,DefaultSurrogate,8,1,conv_layers=2#activation=relu#lr=0.01,0.07647964204210486
1707568472.6535985,0,DefaultSurrogate,8,2,conv_layers=2#activation=relu#lr=0.01,0.06335517225770484
1707568498.884269,0,DefaultSurrogate,8,3,conv_layers=2#activation=relu#lr=0.01,0.05691794614286849
1707568525.1150725,0,DefaultSurrogate,8,4,conv_layers=2#activation=relu#lr=0.01,0.055705857494143286
1707568551.3412573,0,DefaultSurrogate,8,5,conv_layers=2#activation=relu#lr=0.01,0.05203656886407732
1707568577.5315735,0,DefaultSurrogate,8,6,conv_layers=2#activation=relu#lr=0.01,0.052768349970342014
1707568603.8321757,0,DefaultSurrogate,8,7,conv_layers=2#activation=relu#lr=0.01,0.05290791163039913
1707568630.1507905,0,DefaultSurrogate,8,8,conv_layers=2#activation=relu#lr=0.01,0.04941402871281358
1707568656.3564782,0,DefaultSurrogate,8,9,conv_layers=2#activation=relu#lr=0.01,0.05552688895080171
1707568685.934316,0,DefaultSurrogate,9,0,conv_layers=2#activation=relu#lr=0.01,0.12946556540794885
1707568712.1774604,0,DefaultSurrogate,9,1,conv_layers=2#activation=relu#lr=0.01,0.09733410922496728
1707568738.3352342,0,DefaultSurrogate,9,2,conv_layers=2#activation=relu#lr=0.01,0.07604801746964225
1707568764.6151426,0,DefaultSurrogate,9,3,conv_layers=2#activation=relu#lr=0.01,0.06486565311765692
1707568790.7991219,0,DefaultSurrogate,9,4,conv_layers=2#activation=relu#lr=0.01,0.06141102913602039
1707568817.103755,0,DefaultSurrogate,9,5,conv_layers=2#activation=relu#lr=0.01,0.05426775163967327
1707568843.3770459,0,DefaultSurrogate,9,6,conv_layers=2#activation=relu#lr=0.01,0.0531080290534622
1707568869.6895506,0,DefaultSurrogate,9,7,conv_layers=2#activation=relu#lr=0.01,0.056034403404359036
1707568895.9120371,0,DefaultSurrogate,9,8,conv_layers=2#activation=relu#lr=0.01,0.04824083065508304
1707568922.1354823,0,DefaultSurrogate,9,9,conv_layers=2#activation=relu#lr=0.01,0.05880444009234957
1707569010.6056068,0,DefaultSurrogate,10,0,conv_layers=8#activation=sigmoid#lr=0.01,2.304484031820297
1707569041.692221,0,DefaultSurrogate,10,1,conv_layers=8#activation=sigmoid#lr=0.01,2.302892746067047
1707569072.7188818,0,DefaultSurrogate,10,2,conv_layers=8#activation=sigmoid#lr=0.01,2.3023815349340437
1707569103.8054605,0,DefaultSurrogate,10,3,conv_layers=8#activation=sigmoid#lr=0.01,2.3020136069774626
1707569134.9400194,0,DefaultSurrogate,10,4,conv_layers=8#activation=sigmoid#lr=0.01,2.3011383820056914
1707569166.109254,0,DefaultSurrogate,10,5,conv_layers=8#activation=sigmoid#lr=0.01,2.3019198070764544
1707569197.2466788,0,DefaultSurrogate,10,6,conv_layers=8#activation=sigmoid#lr=0.01,2.301428193640709
1707569228.4323294,0,DefaultSurrogate,10,7,conv_layers=8#activation=sigmoid#lr=0.01,2.3013782857656477
